title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Global Sales Compensation Systems Analyst #PP,Avispa Technology,"research and analyze data to identify and resolve compensation discrepancies related to various crm discrepancies.40 hours/week, 12 month assignment.",Spring 2022,145600.0,166400.0,0,94085,sunnyvale,ca,Data Analyst,0
Analyst - Aftersales Reporting & Analytics,Kelly,"understand and utilize tools to store data effectively within the data mart or data lake solutions, online analytical processing, as well as maintaining data…",Spring 2022,0.0,0.0,1,370671,hybrid   frankl,tn,Data Analyst,0
Data Analyst I #,FastTek Global,completion/reporting of lauf data reports.work with scada ot group on data transfer.ability to identify system problems while analyzing and trending data.,Spring 2022,0.0,0.0,0,49201,jackson,mi,Data Analyst,0
Business Analyst - ,BLEND360,"2 years of experience in data analysis/extraction, mathematics/statistics, data management, analytics and/or data reporting.pivot tables: 2 years (required).",Spring 2022,0.0,0.0,1,0,united states,,Data Analyst,0
Technical Business Analyst IV,"Partners Consulting, Inc.",our client is seeking a technical business analyst iv who will work with business leaders and act as a liaison between it and business units (typically…,Spring 2022,0.0,0.0,1,19103,philadelphia,pa,Data Analyst,0
HR Data Analyst,PT Solutions Physical Therapy,maintain hr data integrity by ensuring the accuracy and consistency of input data.analyze employee data upon receipt.4-year college degree required.,Spring 2022,0.0,0.0,0,30339,atlanta,ga,Data Analyst,0
Board Certified Behavior Analyst (BCBA),Sidekicks,analyze data and implement data-driven program changes.paid training and community outreach opportunities.competitive rates - $95 per hour-salaried positions…,Spring 2022,197600.0,0.0,0,8690,township of hamilton,nj,Data Analyst,0
Data Analyst,Toshiba Global Commerce Solutions,introduction: responsible for aggregate data management.generate monthly inventory reports through a combination of data manipulation and business intelligence…,Spring 2022,0.0,0.0,0,276014,raleigh,nc,Data Analyst,0
REMOTE Senior Data Analyst,Insight Global,"collaborate with internal and external stakeholders to manage data logistics, including data transfers, understanding data structures, and business rules.",Spring 2022,0.0,0.0,1,282025,charlotte,nc,Data Analyst,senior
Data and Analytics Technical Lead,Automobile Club of Southern California,3-5 years of experience developing solutions on hadoop and nosql databases.understand the business goals/needs while utilizing big data and cloud technology to…,Spring 2022,0.0,0.0,1,92626,costa mesa,ca,Data Analyst,0
Data Analyst Supporting the FBI,FSA Federal,"accurately enters required data into one or more databases, documents, or spreadsheets.attention to detail and the ability to read and follow directions is…",Spring 2022,47112.0,0.0,0,850248,phoenix,az,Data Analyst,0
Data Analyst - Information Technology,Summit Behavioral Healthcare,"perform analysis to assess quality and meaning of data.technical proficiency regarding database design development, data models, techniques for data mining,…",Spring 2022,0.0,0.0,0,37067,frankl,tn,Data Analyst,0
REMOTE Sr. EDI Analyst,Insight Global,"understanding business processes, how data is used, and its impact.this person will be responsible for the assessment, design, development, and appropriate use…",Spring 2022,0.0,0.0,1,45231,ccnati,oh,Data Analyst,sr
Shopper Data Expert - New York,Envision,"we are looking for a strategic shopper data expert who can conduct a shopper data landscape (syndicated, loyalty card, 3rd party, 1st party, retailer direct)…",Spring 2022,0.0,0.0,0,10011,new york,ny,Other,0
IT Business Analyst,Mitutoyo America Corporation,"create test data, find and solve issues, demonstrate and refine functionality in partnership with other it resources and business users.",Spring 2022,0.0,0.0,0,60505,aurora,il,Data Analyst,0
Oracle ERP Business Analyst (SCM),Nemours,"minimum of five (5) + years experience required.provide end user support and troubleshooting for issues related to erp system, including writing and running…",Spring 2022,0.0,0.0,1,322561,jacksonville,fl,Data Analyst,0
Senior Analyst - Hybrid,SolomonEdwards,"analyze data to support capital markets decisions using advanced data analytics tools such as python, excel vba, sas/r etc.master’s degree is a plus.",Spring 2022,145600.0,166400.0,1,0,hybrid   tysons corner,va,Data Analyst,senior
Technical Business Analyst-Data Mapping,Beacon Hill Staffing Group,"4+ years working with data, application data mapping, and application source to target mapping with apis.2 fully remote contract to hire data mapping technical…",Spring 2022,0.0,0.0,1,0,hartford,ct,Data Analyst,0
Sr. Business Analyst,ALTA IT Services,the analyst will work closely with the project manager and the project team to ensure we accurately understand the needs of our stakeholders.,Spring 2022,0.0,0.0,0,200051,washgton,dc,Data Analyst,sr
REMOTE Claims Audit Analyst,National General Insurance,"secures and analyzes data from claims handling system, manipulates data in excel, extracts audit sample based on specified criteria, determines files to be…",Spring 2022,0.0,0.0,1,27103,wston salem,nc,Data Analyst,0
HR Data Analyst,Ingenium Talent,verify data accuracy and resolve discrepancies timely.1-2 years experience with data entry.cross audit of employee records entered to maintain data integrity.,Spring 2022,0.0,0.0,0,40222,louisville,ky,Data Analyst,0
Property Management - Operations Analyst - Arlington,D.R. Horton,"ability to analyze data sets.past property management, analyst, or auditing experience is a plus.use statistical tools to interpret data sets, providing…",Spring 2022,0.0,0.0,0,0,arlgton,tx,Data Analyst,0
Data Analyst III - Military invited to apply,Veteran Staffing Network,proven working experience as a data analyst or business data analyst.4+ years working as a data analyst or business data analyst.,Spring 2022,114400.0,124800.0,0,20191,reston,va,Data Analyst,0
Business Analyst - Release Management,Eteam Infoservices Private Limited,and rup methodology and 3-5 years of related experienced as outlined above.this is a mid-level position 3-5 yrs of related experience required.,Spring 2022,128960.0,137280.0,1,0,,,Data Analyst,0
Sr. Data Analyst (H),Avispa Technology,10+ years of experience as a data analyst/data developer.acquire data from primary or secondary data sources and maintain databases/data systems.,Spring 2022,114400.0,0.0,0,750811,richardson,tx,Data Analyst,sr
Senior Business Analyst,Diverse CT,"strong experience with agile development methodology and with managing programs in jira.experience working with confluence is critical, work history including…",Spring 2022,60320.0,72800.0,0,78201,san antonio,tx,Data Analyst,senior
Sales Planning Analyst,J&J Snack Foods,compile and analyze data over time to forecast sales trends.prepare accurate reports using data from internal and external sources.,Spring 2022,0.0,0.0,0,8054,mount laurel,nj,Data Analyst,0
Senior Compensation Analyst,Generac Power Systems,"audits compensation data, programs policies and practices to ensure data integrity, consistency, and compliance.strong business and financial acumen.",Spring 2022,0.0,0.0,0,53189,waukesha,wi,Data Analyst,senior
Developer Business Analyst/ Tester M Contract (Remote) #...,SDI International Corp,"experienced business analyst with c#, asp.agile/scrum: 3 years (required).net developer skills to provide software development on a state government…",Spring 2022,114400.0,135200.0,1,0,,,Data Analyst,0
Data Analyst (Hybrid),City Staffing,1-2 years of data analyst or business data analyst experience.acquire data from primary or secondary data sources and maintain databases/data systems.,Spring 2022,64480.0,74880.0,0,60608,chicago,il,Data Analyst,0
Data Analyst - TM,"Resource Logistics, Inc.","experience and deep knowledge within sales excellence, business planning, sales operations, and/or finance.executive exposure and cross-functional stakeholder…",Spring 2022,62400.0,72800.0,0,0,bellevue,wa,Data Analyst,0
Businees Analytics Analyst,Acara Solutions,this position will be responsible for providing support to their direct team working across several projects/programs to produce standard reports and dashboards…,Spring 2022,0.0,0.0,1,0,buffalo,ny,Data Analyst,0
Material Master Data Analyst,Wolf Home Products,"work closely with vendors on product launches, price increases and master data integrity.maintain the processes and data associated with our i-buy (hybris)…",Spring 2022,0.0,0.0,0,0,york,pa,Data Analyst,0
Sr Business Analyst (Kronos),Akron Children's Hospital,years of relevant experience: 3 to 5 years of kronos experience is preferred.provides guidance and support to the business analyst i position as necessary.,Spring 2022,0.0,0.0,1,44308,hybrid   akron,oh,Data Analyst,sr
CRM Business Analyst,Hertz,communicate complex data in comprehensible ways.analyze and report on complex data to define system gaps.engages with business partners and influence project…,Spring 2022,0.0,0.0,0,33928,estero,fl,Data Analyst,0
Salesforce Business Analyst (CPQ/Steelbrick),iTalent Digital,"experience in creating/updating system documentation including configuration changes, data mapping requirements, functional designs, test cases and enablement…",Spring 2022,0.0,0.0,1,0,,,Data Analyst,0
Merchandising Systems Business Analyst III,Kum & Go,serve as the data steward for all associated merchandising systems by leading and developing content and associated business rules for related system data with…,Spring 2022,0.0,0.0,0,0,des moes,ia,Data Analyst,0
DATA ANALYST IV - Healthcare,Oculus Search Partners LLC,prepares data for analytic efforts by integrating and consolidating data; ensuring data quality and accuracy; profiling data inaccuracies and recommending…,Spring 2022,0.0,0.0,1,0,hybrid   atlanta,ga,Data Analyst,0
Business Data Analyst,Riverway Business Services,5+ years of data analyst experience.extract data from erp into ms excel/access and manipulate the data for reporting functions.,Spring 2022,62400.0,0.0,0,77041,houston,tx,Data Analyst,0
Business Analyst - CRM Email Campaigns Specialist,American College of Physicians,"3-5 years of experience providing systems, business, and project management for a wide range of technology solutions is required.",Spring 2022,0.0,0.0,0,19106,philadelphia,pa,Data Analyst,specialist
